/home/xxwu/LLMGraphBench/LLMPredictor/../common/dataloader.py:6: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
[2511, 'AI', 'HCI (Human-Computer Interaction)']
[2512, 'DB', 'DB (Databases)']
[2513, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2514, 'Agents', 'Agents']
[2515, 'AI (Artificial Intelligence)', 'Agents']
[2517, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2518, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2519, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2520, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2522, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2524, 'DB (Databases)', 'DB (Databases)']
[2525, 'IR (Information Retrieval)', 'DB (Databases)']
[2527, 'AI (Artificial Intelligence)', 'Agents']
[2528, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[2529, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2530, 'AI', 'Agents']
[2532, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2533, 'AI', 'ML (Machine Learning)']
[2535, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2536, 'AI', 'Agents']
[2537, 'AI', 'Agents']
[2538, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2539, 'DB', 'DB (Databases)']
[2540, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2541, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2542, 'Agents', 'Agents']
[2544, 'Agents', 'Agents']
[2547, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2548, 'AI', 'ML (Machine Learning)']
[2549, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2550, 'DB', 'DB (Databases)']
[2551, 'DB', 'DB (Databases)']
[2552, 'AI', 'AI (Artificial Intelligence)']
[2553, 'Agents', 'Agents']
[2554, 'Agents', 'AI (Artificial Intelligence)']
[2555, 'AI', 'ML (Machine Learning)']
[2556, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2557, 'AI', 'AI (Artificial Intelligence)']
[2558, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2559, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2560, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2561, 'AI (Artificial Intelligence)', 'Agents']
[2562, 'AI', 'HCI (Human-Computer Interaction)']
[2563, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2564, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2565, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2566, 'HCI', 'AI (Artificial Intelligence)']
[2569, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2570, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2571, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2572, 'AI', 'ML (Machine Learning)']
[2573, 'AI', 'ML (Machine Learning)']
[2574, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2575, 'DB', 'DB (Databases)']
[2576, 'Agents', 'Agents']
[2577, 'AI', 'AI (Artificial Intelligence)']
[2578, 'DB', 'DB (Databases)']
[2579, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2582, 'DB (Databases)', 'DB (Databases)']
[2583, 'DB (Databases)', 'DB (Databases)']
[2585, 'DB (Databases)', 'DB (Databases)']
[2586, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2587, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2588, 'DB', 'DB (Databases)']
[2589, 'Agents', 'IR (Information Retrieval)']
[2590, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2592, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2594, 'DB', 'DB (Databases)']
[2595, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2596, 'AI', 'DB (Databases)']
[2598, 'AI', 'Agents']
[2599, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2601, 'Agents', 'IR (Information Retrieval)']
[2602, 'AI', 'Agents']
[2603, 'AI', 'ML (Machine Learning)']
[2604, 'Agents', 'IR (Information Retrieval)']
[2605, 'AI', 'AI (Artificial Intelligence)']
[2606, 'DB (Databases)', 'DB (Databases)']
[2608, 'DB', 'IR (Information Retrieval)']
[2609, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2610, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2611, 'Agents', 'Agents']
[2612, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2613, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2614, 'AI', 'ML (Machine Learning)']
[2616, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2617, 'AI', 'HCI (Human-Computer Interaction)']
[2619, 'AI (Artificial Intelligence)', 'Agents']
[2620, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2621, 'DB', 'DB (Databases)']
[2622, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2623, 'DB', 'DB (Databases)']
[2624, 'Agents', 'IR (Information Retrieval)']
[2625, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2626, 'Agents', 'Agents']
[2627, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2629, 'Agents', 'Agents']
[2630, 'IR (Information Retrieval)', 'DB (Databases)']
[2631, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2633, 'DB (Databases)', 'DB (Databases)']
[2635, 'AI', 'Agents']
[2636, 'AI', 'ML (Machine Learning)']
[2637, 'DB', 'DB (Databases)']
[2638, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2639, 'AI', 'Agents']
[2640, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2641, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2643, 'AI', 'Agents']
[2644, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2645, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2647, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2648, 'DB (Databases)', 'DB (Databases)']
[2649, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2650, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2651, 'AI', 'AI (Artificial Intelligence)']
[2652, 'AI', 'HCI (Human-Computer Interaction)']
[2653, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2654, 'IR (Information Retrieval)', 'DB (Databases)']
[2655, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2656, 'ML (Machine Learning)', 'HCI (Human-Computer Interaction)']
[2657, 'AI', 'HCI (Human-Computer Interaction)']
[2658, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2661, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2662, 'AI', 'IR (Information Retrieval)']
[2664, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2665, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2668, 'AI', 'AI (Artificial Intelligence)']
[2671, 'AI (Artificial Intelligence)', 'Agents']
[2672, 'AI', 'HCI (Human-Computer Interaction)']
[2673, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2674, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2676, 'AI', 'ML (Machine Learning)']
[2677, 'AI', 'DB (Databases)']
[2678, 'AI', 'DB (Databases)']
[2679, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2681, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2682, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2683, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2685, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2686, 'DB', 'DB (Databases)']
[2687, 'DB', 'DB (Databases)']
[2688, 'AI', 'HCI (Human-Computer Interaction)']
[2689, 'Agents', 'IR (Information Retrieval)']
[2690, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2691, 'DB (Databases)', 'DB (Databases)']
[2692, 'Agents', 'Agents']
[2693, 'AI', 'Agents']
[2694, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2695, 'ML (Machine Learning)', 'AI (Artificial Intelligence)']
[2696, 'Agents', 'Agents']
[2697, 'AI', 'HCI (Human-Computer Interaction)']
[2699, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2700, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2702, 'AI', 'Agents']
[2703, 'Agents', 'Agents']
[2704, 'AI', 'Agents']
[2705, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2707, 'AI (Artificial Intelligence)', 'Agents']
[2708, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2709, 'Agents', 'Agents']
[2710, 'AI', 'Agents']
[2711, 'AI', 'Agents']
[2712, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2713, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2714, 'DB', 'DB (Databases)']
[2715, 'Agents', 'Agents']
[2716, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2717, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2718, 'DB', 'DB (Databases)']
[2719, 'DB', 'DB (Databases)']
[2720, 'AI', 'IR (Information Retrieval)']
[2722, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2723, 'AI', 'DB (Databases)']
[2726, 'Agents', 'Agents']
[2727, 'AI', 'AI (Artificial Intelligence)']
[2728, 'DB', 'ML (Machine Learning)']
[2729, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2731, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2733, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2734, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2735, 'AI', 'HCI (Human-Computer Interaction)']
[2736, 'AI', 'Agents']
[2737, 'AI', 'Agents']
[2738, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2739, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2740, 'HCI', 'HCI (Human-Computer Interaction)']
[2741, 'Agents', 'HCI (Human-Computer Interaction)']
[2742, 'DB', 'DB (Databases)']
[2743, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2744, 'ML (Machine Learning)', 'AI (Artificial Intelligence)']
[2745, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2747, 'Agents', 'Agents']
[2748, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2749, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2750, 'AI', 'ML (Machine Learning)']
[2751, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2753, 'AI', 'Agents']
[2754, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2755, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2756, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2759, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2761, 'IR', 'IR (Information Retrieval)']
[2762, 'AI', 'ML (Machine Learning)']
[2763, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2764, 'AI', 'HCI (Human-Computer Interaction)']
[2765, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2766, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2767, 'AI', 'AI (Artificial Intelligence)']
[2768, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2769, 'DB (Databases)', 'DB (Databases)']
[2770, 'AI', 'DB (Databases)']
[2771, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2772, 'AI', 'IR (Information Retrieval)']
[2775, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2776, 'AI (Artificial Intelligence)', 'Agents']
[2777, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2778, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2779, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2780, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2781, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2782, 'AI', 'AI (Artificial Intelligence)']
[2783, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2785, 'AI', 'DB (Databases)']
[2786, 'DB (Databases)', 'DB (Databases)']
[2787, 'AI', 'DB (Databases)']
[2788, 'AI', 'HCI (Human-Computer Interaction)']
[2789, 'AI', 'DB (Databases)']
[2790, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2793, 'ML (Machine Learning)', 'DB (Databases)']
[2794, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2795, 'AI', 'DB (Databases)']
[2796, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2797, 'IR (Information Retrieval)', 'DB (Databases)']
[2798, 'AI', 'DB (Databases)']
[2799, 'AI', 'HCI (Human-Computer Interaction)']
[2801, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2802, 'DB', 'DB (Databases)']
[2803, 'AI (Artificial Intelligence)', 'Agents']
[2804, 'Agents', 'IR (Information Retrieval)']
[2805, 'AI', 'AI (Artificial Intelligence)']
[2806, 'DB (Databases)', 'DB (Databases)']
[2807, 'DB', 'IR (Information Retrieval)']
[2808, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2809, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2810, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2811, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2813, 'AI', 'Agents']
[2814, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2815, 'AI', 'Agents']
[2816, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2817, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2819, 'AI', 'Agents']
[2821, 'DB', 'DB (Databases)']
[2822, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2823, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2824, 'AI', 'ML (Machine Learning)']
[2825, 'AI', 'Agents']
[2826, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2827, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2828, 'AI (Artificial Intelligence)', 'Agents']
[2829, 'IR (Information Retrieval)', 'DB (Databases)']
[2830, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2831, 'Agents', 'Agents']
[2832, 'DB', 'DB (Databases)']
[2833, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2835, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2836, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2837, 'DB', 'DB (Databases)']
[2840, 'HCI (Human-Computer Interaction)', 'ML (Machine Learning)']
[2841, 'Agents', 'Agents']
[2842, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2843, 'Agents', 'Agents']
[2844, 'AI', 'Agents']
[2845, 'DB', 'IR (Information Retrieval)']
[2846, 'AI', 'Agents']
[2847, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2849, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2850, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2852, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2853, 'Agents', 'Agents']
[2854, 'AI', 'ML (Machine Learning)']
[2856, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2857, 'DB', 'DB (Databases)']
[2858, 'AI', 'ML (Machine Learning)']
[2859, 'Agents', 'Agents']
[2860, 'AI', 'ML (Machine Learning)']
[2861, 'Agents', 'Agents']
[2862, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2863, 'AI', 'Agents']
[2864, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2865, 'IR (Information Retrieval)', 'DB (Databases)']
[2866, 'AI', 'IR (Information Retrieval)']
[2867, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2868, 'AI', 'AI (Artificial Intelligence)']
[2869, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2870, 'AI', 'Agents']
[2871, 'AI', 'ML (Machine Learning)']
[2872, 'DB (Databases)', 'IR (Information Retrieval)']
[2873, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2874, 'AI', 'Agents']
[2875, 'Agents', 'Agents']
[2877, 'AI (Artificial Intelligence)', 'Agents']
[2878, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2880, 'DB', 'DB (Databases)']
[2881, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2882, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2883, 'AI', 'AI (Artificial Intelligence)']
[2885, 'DB (Databases)', 'DB (Databases)']
[2886, 'AI', 'AI (Artificial Intelligence)']
[2887, 'AI', 'ML (Machine Learning)']
[2888, 'AI', 'AI (Artificial Intelligence)']
[2889, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2890, 'AI', 'ML (Machine Learning)']
[2891, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2892, 'AI', 'Agents']
[2893, 'AI', 'HCI (Human-Computer Interaction)']
[2895, 'AI', 'HCI (Human-Computer Interaction)']
[2896, 'AI', 'HCI (Human-Computer Interaction)']
[2897, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2898, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2899, 'HCI', 'HCI (Human-Computer Interaction)']
[2900, 'DB', 'DB (Databases)']
[2903, 'AI', 'IR (Information Retrieval)']
[2905, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2906, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2907, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2908, 'Agents', 'Agents']
[2909, 'HCI', 'IR (Information Retrieval)']
[2911, 'AI', 'AI (Artificial Intelligence)']
[2912, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2913, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2914, 'AI', 'ML (Machine Learning)']
[2915, 'AI', 'IR (Information Retrieval)']
[2916, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2918, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2919, 'DB', 'DB (Databases)']
[2920, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2921, 'AI', 'Agents']
[2925, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2926, 'AI', 'Agents']
[2927, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2928, 'AI', 'IR (Information Retrieval)']
[2930, 'DB', 'DB (Databases)']
[2931, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2932, 'AI', 'AI (Artificial Intelligence)']
[2933, 'AI', 'AI (Artificial Intelligence)']
[2934, 'DB', 'DB (Databases)']
[2935, 'DB', 'DB (Databases)']
[2936, 'HCI', 'AI (Artificial Intelligence)']
[2937, 'AI', 'HCI (Human-Computer Interaction)']
[2938, 'AI', 'HCI (Human-Computer Interaction)']
[2939, 'DB', 'DB (Databases)']
[2940, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2941, 'DB', 'DB (Databases)']
[2944, 'Agents', 'Agents']
[2945, 'AI', 'Agents']
[2946, 'AI', 'HCI (Human-Computer Interaction)']
[2947, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2949, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2950, 'Agents', 'Agents']
[2951, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2952, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2953, 'DB', 'DB (Databases)']
[2954, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2955, 'AI', 'HCI (Human-Computer Interaction)']
[2956, 'Agents', 'DB (Databases)']
[2957, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2959, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2960, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2961, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2962, 'DB', 'IR (Information Retrieval)']
[2963, 'AI', 'AI (Artificial Intelligence)']
[2966, 'DB', 'DB (Databases)']
[2967, 'AI', 'ML (Machine Learning)']
[2970, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2971, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2972, 'AI (Artificial Intelligence)', 'Agents']
[2974, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2975, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2976, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2978, 'IR (Information Retrieval)', 'DB (Databases)']
[2979, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2981, 'DB', 'DB (Databases)']
[2982, 'AI (Artificial Intelligence)', 'Agents']
[2983, 'Agents', 'IR (Information Retrieval)']
[2984, 'AI', 'IR (Information Retrieval)']
[2987, 'AI', 'HCI (Human-Computer Interaction)']
[2989, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2990, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2991, 'AI', 'Agents']
[2993, 'DB', 'DB (Databases)']
[2994, 'AI', 'Agents']
[2995, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2997, 'AI', 'ML (Machine Learning)']
[2998, 'AI', 'Agents']
[2999, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[3002, 'AI', 'AI (Artificial Intelligence)']
[3003, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[3004, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3005, 'AI', 'DB (Databases)']
[3006, 'IR (Information Retrieval)', 'DB (Databases)']
[3007, 'ML (Machine Learning)', 'DB (Databases)']
[3008, 'AI', 'Agents']
[3009, 'Agents', 'Agents']
[3010, 'AI', 'Agents']
[3011, 'AI', 'Agents']
[3013, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[3014, 'AI', 'Agents']
[3016, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3017, 'AI', 'AI (Artificial Intelligence)']
[3019, 'ML (Machine Learning)', 'ML (Machine Learning)']
[3021, 'HCI (Human-Computer Interaction)', 'AI (Artificial Intelligence)']
[3023, 'AI', 'ML (Machine Learning)']
[3026, 'ML (Machine Learning)', 'ML (Machine Learning)']
[3027, 'IR', 'IR (Information Retrieval)']
[3028, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[3029, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3031, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3032, 'AI (Artificial Intelligence)', 'Agents']
[3033, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[3034, 'DB', 'DB (Databases)']
[3035, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[3036, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[3037, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3038, 'AI', 'Agents']
[3039, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[3040, 'DB', 'DB (Databases)']
[3042, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[3044, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3045, 'AI', 'HCI (Human-Computer Interaction)']
[3046, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[3047, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3048, 'AI', 'IR (Information Retrieval)']
[3049, 'HCI', 'HCI (Human-Computer Interaction)']
[3050, 'IR (Information Retrieval)', 'DB (Databases)']
[3053, 'ML (Machine Learning)', 'ML (Machine Learning)']
[3054, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[3055, 'DB (Databases)', 'DB (Databases)']
[3056, 'AI', 'AI (Artificial Intelligence)']
[3057, 'AI', 'Agents']
[3058, 'AI (Artificial Intelligence)', 'DB (Databases)']
[3059, 'DB', 'DB (Databases)']
[3060, 'ML (Machine Learning)', 'DB (Databases)']
[3062, 'DB (Databases)', 'DB (Databases)']
[3065, 'AI', 'IR (Information Retrieval)']
[3066, 'Agents', 'Agents']
[3067, 'AI', 'AI (Artificial Intelligence)']
[3068, 'DB', 'ML (Machine Learning)']
[3069, 'DB', 'DB (Databases)']
[3070, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[3071, 'AI', 'Agents']
[3072, 'AI', 'IR (Information Retrieval)']
[3073, 'DB', 'DB (Databases)']
[3075, 'DB', 'DB (Databases)']
[3076, 'AI (Artificial Intelligence)', 'Agents']
[3078, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[3079, 'DB', 'DB (Databases)']
[3080, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[3081, 'DB', 'DB (Databases)']
[3082, 'DB', 'DB (Databases)']
[3083, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3086, 'ML (Machine Learning)', 'ML (Machine Learning)']
[3087, 'HCI', 'HCI (Human-Computer Interaction)']
[3091, 'AI', 'Agents']
[3092, 'DB (Databases)', 'DB (Databases)']
[3093, 'AI', 'ML (Machine Learning)']
[3094, 'AI (Artificial Intelligence)', 'Agents']
[3095, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[3096, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[3097, 'DB', 'DB (Databases)']
[3099, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[3100, 'DB', 'DB (Databases)']
[3101, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[3102, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3103, 'AI', 'HCI (Human-Computer Interaction)']
[3104, 'AI', 'Agents']
[3105, 'DB (Databases)', 'DB (Databases)']
[3106, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[3107, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[3108, 'AI', 'Agents']
[3110, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[3111, 'AI', 'ML (Machine Learning)']
[3112, 'AI', 'AI (Artificial Intelligence)']
[3113, 'AI', 'DB (Databases)']
[3114, 'AI (Artificial Intelligence)', 'Agents']
[3116, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[3117, 'AI', 'IR (Information Retrieval)']
[3118, 'DB', 'DB (Databases)']
[3119, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[3120, 'AI (Artificial Intelligence)', 'Agents']
[3122, 'AI', 'AI (Artificial Intelligence)']
[3123, 'DB', 'DB (Databases)']
[3124, 'DB (Databases)', 'DB (Databases)']
[3125, 'AI', 'AI (Artificial Intelligence)']
[3126, 'DB', 'DB (Databases)']
[3127, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[3128, 'AI', 'Agents']
[3129, 'AI', 'Agents']
[3130, 'ML (Machine Learning)', 'AI (Artificial Intelligence)']
[3132, 'Agents', 'Agents']
